Graph2
Time (Seconds),Data (Meters),Data0 (Meters)
945.749939,-1.773561,-0.549482
945.799988,-1.773375,-0.554481
945.849976,-1.773403,-0.559473
945.899963,-1.773636,-0.564496
945.950012,-1.774078,-0.569468
946.000000,-1.774714,-0.574422
946.049988,-1.775545,-0.579353
946.099976,-1.776564,-0.584234
946.149963,-1.777777,-0.589088
946.200012,-1.779176,-0.593886
946.250000,-1.780724,-0.598624
946.299988,-1.782479,-0.603318
946.350037,-1.784403,-0.607947
946.400024,-1.786481,-0.612519
946.450012,-1.788679,-0.617002
946.500000,-1.791047,-0.621416
946.549927,-1.793550,-0.625733
946.599976,-1.796184,-0.629961
946.649963,-1.798977,-0.634126
946.699951,-1.801879,-0.638184
946.750000,-1.804915,-0.642183
946.799988,-1.808041,-0.646047
946.849976,-1.811222,-0.649888
946.899963,-1.814573,-0.653635
946.949951,-1.817990,-0.657251
947.000000,-1.821500,-0.660823
947.049988,-1.825083,-0.664294
947.099976,-1.828779,-0.667686
947.150024,-1.832536,-0.670973
947.200012,-1.836379,-0.674192
947.250000,-1.840256,-0.677320
947.299988,-1.844216,-0.680403
947.349976,-1.848209,-0.683384
947.400024,-1.852276,-0.686308
947.450012,-1.856394,-0.689156
947.500000,-1.860530,-0.691939
947.550049,-1.864716,-0.694682
947.599976,-1.868939,-0.697363
947.649963,-1.873192,-0.699988
947.699951,-1.877484,-0.702562
947.749939,-1.881796,-0.705089
947.799988,-1.886137,-0.707575
947.849976,-1.890487,-0.710010
947.899963,-1.894868,-0.712439
947.950012,-1.899248,-0.714831
948.000000,-1.903655,-0.717207
948.049988,-1.908063,-0.719560
948.099976,-1.912487,-0.721898
948.149963,-1.916908,-0.724223
948.200012,-1.921337,-0.726548
948.250000,-1.925761,-0.728872
948.299988,-1.930187,-0.731200
948.350037,-1.934606,-0.733538
948.400024,-1.939021,-0.735889
948.450012,-1.943422,-0.738256
948.500000,-1.947818,-0.740647
948.549927,-1.952195,-0.743061
948.599976,-1.956553,-0.745514
948.649963,-1.960891,-0.747997
948.699951,-1.965209,-0.750524
948.750000,-1.969500,-0.753097
948.799988,-1.973754,-0.755708
948.849976,-1.977986,-0.758377
948.899963,-1.982174,-0.761110
948.949951,-1.986321,-0.763889
949.000000,-1.990440,-0.766741
949.049988,-1.994493,-0.769658
949.099976,-1.998499,-0.772642
949.150024,-2.002465,-0.775699
949.200012,-2.006366,-0.778831
949.250000,-2.010198,-0.782047
949.299988,-2.013954,-0.785315
949.349976,-2.017667,-0.788724
949.400024,-2.021256,-0.792172
949.450012,-2.024795,-0.795729
949.500000,-2.028232,-0.799352
949.550049,-2.031574,-0.803075
949.599976,-2.034818,-0.806890
949.649963,-2.037956,-0.810782
949.699951,-2.040981,-0.814768
949.749939,-2.043870,-0.818857
949.799988,-2.046652,-0.823010
949.849976,-2.049313,-0.827231
949.899963,-2.051842,-0.831554
949.950012,-2.054212,-0.835983
950.000000,-2.056432,-0.840421
950.049988,-2.058516,-0.844988
950.099976,-2.060431,-0.849593
950.149963,-2.062188,-0.854287
950.200012,-2.063767,-0.859011
950.250000,-2.065195,-0.863811
950.299988,-2.066420,-0.868657
950.350037,-2.067450,-0.873570
950.400024,-2.068293,-0.878464
950.450012,-2.068951,-0.883446
950.500000,-2.069409,-0.888418
950.549927,-2.069664,-0.893442
950.599976,-2.069708,-0.898405
950.649963,-2.069538,-0.903466
950.699951,-2.069160,-0.908367
950.750000,-2.068557,-0.913400
950.799988,-2.067745,-0.918332
950.849976,-2.066733,-0.923246
950.899963,-2.065493,-0.928055
950.949951,-2.064034,-0.932849
951.000000,-2.062363,-0.937542
951.049988,-2.060479,-0.942182
951.099976,-2.058378,-0.946739
951.150024,-2.056063,-0.951177
951.200012,-2.053564,-0.955486
951.250000,-2.050868,-0.959709
951.299988,-2.047900,-0.963809
951.349976,-2.044835,-0.967692
951.400024,-2.041495,-0.971493
951.450012,-2.038096,-0.975027
951.500000,-2.034400,-0.978510
951.550049,-2.030608,-0.981709
951.599976,-2.026638,-0.984791
951.649963,-2.022534,-0.987637
951.699951,-2.018288,-0.990261
951.749939,-2.013883,-0.992770
951.799988,-2.009526,-0.994922
951.849976,-2.004863,-0.996954
951.899963,-2.000245,-0.998645
951.950012,-1.995452,-1.000180
952.000000,-1.990646,-1.001449
952.049988,-1.985744,-1.002499
952.099976,-1.980815,-1.003291
952.149963,-1.975827,-1.003841
952.200012,-1.970874,-1.004133
952.250000,-1.965831,-1.004171
952.299988,-1.960861,-1.003967
952.350037,-1.955875,-1.003510
952.400024,-1.950898,-1.002784
952.450012,-1.946012,-1.001859
952.500000,-1.941148,-1.000675
952.549927,-1.936366,-0.999271
952.599976,-1.931637,-0.997630
952.649963,-1.927012,-0.995777
952.699951,-1.922444,-0.993685
952.750000,-1.918018,-0.991348
952.799988,-1.913709,-0.988893
952.849976,-1.909460,-0.986114
952.899963,-1.905407,-0.983259
952.949951,-1.901467,-0.980130
953.000000,-1.897706,-0.976926
953.049988,-1.894068,-0.973403
953.099976,-1.890627,-0.969803
953.150024,-1.887312,-0.966045
953.200012,-1.884149,-0.962237
953.250000,-1.881155,-0.958156
953.299988,-1.878418,-0.954029
953.349976,-1.875800,-0.949723
953.400024,-1.873392,-0.945373
953.450012,-1.871150,-0.940872
953.500000,-1.869122,-0.936338
953.550049,-1.867249,-0.931651
953.599976,-1.865585,-0.927001
953.649963,-1.864069,-0.922199
953.699951,-1.862766,-0.917373
953.749939,-1.861633,-0.912519
953.799988,-1.860684,-0.907616
953.849976,-1.859908,-0.902676
953.899963,-1.859306,-0.897712
953.950012,-1.858886,-0.892724
954.000000,-1.858635,-0.887736
954.049988,-1.858551,-0.882722
954.099976,-1.858633,-0.877734
954.149963,-1.858871,-0.872734
954.200012,-1.859263,-0.867755
954.250000,-1.859801,-0.862793
954.299988,-1.860487,-0.857845
954.350037,-1.861319,-0.852910
954.400024,-1.862282,-0.847998
954.450012,-1.863375,-0.843130
954.500000,-1.864599,-0.838281
954.549927,-1.865925,-0.833467
954.599976,-1.867387,-0.828668
954.649963,-1.868958,-0.823942
954.699951,-1.870640,-0.819219
954.750000,-1.872420,-0.814560
954.799988,-1.874284,-0.809921
954.849976,-1.876242,-0.805318
954.899963,-1.878276,-0.800764
954.949951,-1.880400,-0.796226
955.000000,-1.882592,-0.791742
955.049988,-1.884861,-0.787282
955.099976,-1.887190,-0.782863
955.150024,-1.889574,-0.778474
955.200012,-1.892023,-0.774112
955.250000,-1.894515,-0.769781
955.299988,-1.897052,-0.765472
955.349976,-1.899632,-0.761191
955.400024,-1.902249,-0.756933
955.450012,-1.904896,-0.752691
955.500000,-1.907567,-0.748468
955.550049,-1.910263,-0.744253
955.599976,-1.912976,-0.740059
955.649963,-1.915704,-0.735866
955.699951,-1.918441,-0.731685
955.749939,-1.921183,-0.727503
955.799988,-1.923925,-0.723323
955.849976,-1.926664,-0.719140
955.899963,-1.929394,-0.714952
955.950012,-1.932113,-0.710755
956.000000,-1.934813,-0.706549
956.049988,-1.937493,-0.702325
956.099976,-1.940147,-0.698091
956.149963,-1.942773,-0.693833
956.200012,-1.945362,-0.689557
956.250000,-1.947916,-0.685257
956.299988,-1.950429,-0.680935
956.350037,-1.952895,-0.676572
956.400024,-1.955300,-0.672193
956.450012,-1.957650,-0.667772
956.500000,-1.959931,-0.663328
956.549927,-1.962149,-0.658854
956.599976,-1.964288,-0.654323
956.649963,-1.966349,-0.649781
956.699951,-1.968337,-0.645181
956.750000,-1.970230,-0.640552
956.799988,-1.971983,-0.635871
956.849976,-1.973688,-0.631171
956.899963,-1.975290,-0.626441
956.949951,-1.976772,-0.621652
957.000000,-1.978150,-0.616865
957.049988,-1.979411,-0.612021
957.099976,-1.980553,-0.607154
957.150024,-1.981567,-0.602231
957.200012,-1.982433,-0.597313
957.250000,-1.983171,-0.592358
957.299988,-1.983757,-0.587392
957.349976,-1.984192,-0.582419
957.400024,-1.984479,-0.577405
957.450012,-1.984603,-0.572432
957.500000,-1.984567,-0.567389
957.550049,-1.984366,-0.562407
957.599976,-1.983995,-0.557401
957.649963,-1.983458,-0.552436
957.699951,-1.982739,-0.547475
957.749939,-1.981839,-0.542565
957.799988,-1.980762,-0.537676
957.849976,-1.979509,-0.532845
957.899963,-1.978055,-0.528070
957.950012,-1.976416,-0.523333
958.000000,-1.974598,-0.518701
958.049988,-1.972579,-0.514069
958.099976,-1.970416,-0.509588
958.149963,-1.968025,-0.505194
958.200012,-1.965464,-0.500879
958.250000,-1.962730,-0.496709
958.299988,-1.959822,-0.492634
958.350037,-1.956737,-0.488691
958.400024,-1.953475,-0.484899
958.450012,-1.950043,-0.481251
958.500000,-1.946468,-0.477796
958.549927,-1.942728,-0.474453
958.599976,-1.938838,-0.471295
958.649963,-1.934810,-0.468339
958.699951,-1.930670,-0.465535
958.750000,-1.926397,-0.462957
958.799988,-1.921951,-0.460586
958.849976,-1.917450,-0.458451
958.899963,-1.912813,-0.456527
958.949951,-1.908120,-0.454830
959.000000,-1.903337,-0.453352
959.049988,-1.898497,-0.452094
959.099976,-1.893605,-0.451080
959.150024,-1.888653,-0.450310
959.200012,-1.883677,-0.449789
959.250000,-1.878658,-0.449522
959.299988,-1.873673,-0.449496
959.349976,-1.868660,-0.449719
959.400024,-1.863680,-0.450188
959.450012,-1.858708,-0.450912
959.500000,-1.853841,-0.451869
959.550049,-1.848922,-0.453100
959.599976,-1.844198,-0.454556
959.649963,-1.839449,-0.456252
959.699951,-1.834856,-0.458131
959.749939,-1.830291,-0.460309
959.799988,-1.825976,-0.462614
959.849976,-1.821631,-0.465242
959.899963,-1.817515,-0.468038
959.950012,-1.813423,-0.470988
960.000000,-1.809562,-0.474196
960.049988,-1.805859,-0.477540
960.099976,-1.802305,-0.481119
960.149963,-1.798961,-0.484796
960.200012,-1.795786,-0.488737
960.250000,-1.792860,-0.492675
960.299988,-1.790049,-0.496848
960.350037,-1.787466,-0.501124
960.400024,-1.785087,-0.505580
960.450012,-1.782935,-0.510078
960.500000,-1.780988,-0.514711
960.549927,-1.779268,-0.519393
960.599976,-1.777748,-0.524153
960.649963,-1.776428,-0.528941
960.699951,-1.775333,-0.533869
960.750000,-1.774460,-0.538783
960.799988,-1.773796,-0.543737
960.849976,-1.773349,-0.548713
960.899963,-1.773122,-0.553738
960.949951,-1.773106,-0.558704
961.000000,-1.773295,-0.563738
961.049988,-1.773683,-0.568707
961.099976,-1.774277,-0.573673
961.150024,-1.775070,-0.578607
961.200012,-1.776052,-0.583527
961.250000,-1.777229,-0.588352
961.299988,-1.778590,-0.593198
961.349976,-1.780099,-0.597933
961.400024,-1.781805,-0.602666
961.450012,-1.783650,-0.607288
961.500000,-1.785705,-0.611873
961.550049,-1.787883,-0.616354
961.599976,-1.790217,-0.620801
961.649963,-1.792731,-0.625108
961.699951,-1.795358,-0.629366
961.749939,-1.798102,-0.633580
961.799988,-1.800937,-0.637651
961.849976,-1.803959,-0.641675
961.899963,-1.807050,-0.645567
961.950012,-1.810286,-0.649406
962.000000,-1.813586,-0.653136
962.049988,-1.817005,-0.656804
962.099976,-1.820513,-0.660372
962.149963,-1.824095,-0.663860
962.200012,-1.827780,-0.667266
962.250000,-1.831502,-0.670584
962.299988,-1.835326,-0.673829
962.350037,-1.839205,-0.676982
962.400024,-1.843157,-0.680061
962.450012,-1.847157,-0.683055
962.500000,-1.851208,-0.685990
962.549927,-1.855292,-0.688858
962.599976,-1.859446,-0.691658
962.649963,-1.863623,-0.694415
962.699951,-1.867829,-0.697094
962.750000,-1.872089,-0.699733
962.799988,-1.876355,-0.702309
962.849976,-1.880668,-0.704859
962.899963,-1.884994,-0.707352
962.949951,-1.889354,-0.709814
963.000000,-1.893719,-0.712239
963.049988,-1.898096,-0.714644
963.099976,-1.902501,-0.717023
963.150024,-1.906911,-0.719377
963.200012,-1.911328,-0.721721
963.250000,-1.915755,-0.724053
963.299988,-1.920180,-0.726378
963.349976,-1.924608,-0.728702
963.400024,-1.929033,-0.731029
963.450012,-1.933455,-0.733364
963.500000,-1.937870,-0.735714
963.550049,-1.942275,-0.738079
963.599976,-1.946668,-0.740451
963.649963,-1.951056,-0.742867
963.699951,-1.955411,-0.745306
963.749939,-1.959761,-0.747777
963.799988,-1.964086,-0.750296
963.849976,-1.968379,-0.752848
963.899963,-1.972642,-0.755457
963.950012,-1.976875,-0.758116
964.000000,-1.981085,-0.760842
964.049988,-1.985236,-0.763610
964.099976,-1.989357,-0.766458
964.149963,-1.993403,-0.769358
964.200012,-1.997443,-0.772334
964.250000,-2.001402,-0.775370
964.299988,-2.005322,-0.778511
964.350037,-2.009147,-0.781697
964.400024,-2.012942,-0.784989
964.450012,-2.016629,-0.788329
964.500000,-2.020295,-0.791767
964.549927,-2.023812,-0.795281
964.599976,-2.027287,-0.798920
964.649963,-2.030642,-0.802605
964.699951,-2.033923,-0.806406
964.750000,-2.037049,-0.810269
964.799988,-2.040101,-0.814228
964.849976,-2.043047,-0.818286
964.899963,-2.045853,-0.822400
964.949951,-2.048550,-0.826616
965.000000,-2.051114,-0.830921
965.049988,-2.053521,-0.835273
965.099976,-2.055807,-0.839749
965.150024,-2.057911,-0.844288
965.200012,-2.059863,-0.848880
965.250000,-2.061644,-0.853577
965.299988,-2.063271,-0.858275
965.349976,-2.064718,-0.863079
965.400024,-2.065991,-0.867902
965.450012,-2.067088,-0.872772
965.500000,-2.067994,-0.877721
965.550049,-2.068682,-0.882648
965.599976,-2.069179,-0.887635
965.649963,-2.069484,-0.892624
965.699951,-2.069572,-0.897638
965.749939,-2.069449,-0.902625
965.799988,-2.069115,-0.907614
965.849976,-2.068575,-0.912558
965.899963,-2.067813,-0.917559
965.950012,-2.066872,-0.922410
966.000000,-2.065647,-0.927333
966.049988,-2.064228,-0.932081
966.099976,-2.062576,-0.936796
966.149963,-2.060712,-0.941455
966.200012,-2.058657,-0.946008
966.250000,-2.056428,-0.950513
966.299988,-2.053967,-0.954821
966.350037,-2.051214,-0.959111
966.400024,-2.048440,-0.963097
966.450012,-2.045321,-0.967121
966.500000,-2.042118,-0.970855
966.549927,-2.038665,-0.974570
966.599976,-2.035083,-0.977972
966.649963,-2.031291,-0.981282
966.699951,-2.027394,-0.984372
966.750000,-2.023281,-0.987264
966.799988,-2.019036,-0.989937
966.849976,-2.014760,-0.992390
966.899963,-2.010266,-0.994689
966.949951,-2.005620,-0.996587
967.000000,-2.001011,-0.998413
967.049988,-1.996242,-0.999996
967.099976,-1.991407,-1.001382
967.150024,-1.986590,-1.002466
967.200012,-1.981561,-1.003316
967.250000,-1.976698,-1.003911
967.299988,-1.971654,-1.004265
967.349976,-1.966695,-1.004367
967.400024,-1.961645,-1.004220
967.450012,-1.956683,-1.003826
967.500000,-1.951715,-1.003180
967.550049,-1.946798,-1.002298
967.599976,-1.941919,-1.001170
967.649963,-1.937107,-0.999802
967.699951,-1.932368,-0.998224
967.749939,-1.927731,-0.996384
967.799988,-1.923152,-0.994330
967.849976,-1.918690,-0.992071
967.899963,-1.914342,-0.989635
967.950012,-1.910094,-0.986952
968.000000,-1.905949,-0.984137
968.049988,-1.901986,-0.981122
968.099976,-1.898167,-0.977880
968.149963,-1.894519,-0.974495
968.200012,-1.891005,-0.970926
968.250000,-1.887652,-0.967236
968.299988,-1.884458,-0.963291
968.350037,-1.881491,-0.959343
968.400024,-1.878633,-0.955225
968.450012,-1.876003,-0.950974
968.500000,-1.873543,-0.946598
968.549927,-1.871274,-0.942158
968.599976,-1.869170,-0.937629
968.649963,-1.867267,-0.933034
968.699951,-1.865494,-0.928310
968.750000,-1.863924,-0.923596
968.799988,-1.862561,-0.918747
968.849976,-1.861392,-0.913912
968.899963,-1.860399,-0.908984
968.949951,-1.859594,-0.904043
969.000000,-1.858956,-0.899097
969.049988,-1.858494,-0.894125
969.099976,-1.858203,-0.889126
969.150024,-1.858084,-0.884111
969.200012,-1.858124,-0.879137
969.250000,-1.858328,-0.874133
969.299988,-1.858689,-0.869165
969.349976,-1.859201,-0.864175
969.400024,-1.859860,-0.859224
969.450012,-1.860650,-0.854273
969.500000,-1.861584,-0.849370
969.550049,-1.862643,-0.844471
969.599976,-1.863833,-0.839628
969.649963,-1.865159,-0.834797
969.699951,-1.866586,-0.830015
969.749939,-1.868115,-0.825248
969.799988,-1.869775,-0.820521
969.849976,-1.871522,-0.815835
969.899963,-1.873366,-0.811189
969.950012,-1.875298,-0.806573
970.000000,-1.877300,-0.801994
970.049988,-1.879394,-0.797466
970.099976,-1.881576,-0.792964
970.149963,-1.883819,-0.788498
970.200012,-1.886140,-0.784062
970.250000,-1.888524,-0.779677
970.299988,-1.890944,-0.775303
970.350037,-1.893429,-0.770961
970.400024,-1.895960,-0.766647
970.450012,-1.898529,-0.762355
970.500000,-1.901133,-0.758090
970.549927,-1.903773,-0.753850
970.599976,-1.906445,-0.749613
970.649963,-1.909131,-0.745403
970.699951,-1.911844,-0.741194
970.750000,-1.914565,-0.737006
970.799988,-1.917302,-0.732817
970.849976,-1.920041,-0.728637
970.899963,-1.922785,-0.724455
970.949951,-1.925525,-0.720275
971.000000,-1.928258,-0.716087
971.049988,-1.930980,-0.711894
971.099976,-1.933686,-0.707690
971.150024,-1.936373,-0.703474
971.200012,-1.939032,-0.699237
971.250000,-1.941662,-0.694988
971.299988,-1.944248,-0.690702
971.349976,-1.946803,-0.686412
971.400024,-1.949323,-0.682090
971.450012,-1.951792,-0.677735
971.500000,-1.954215,-0.673362
971.550049,-1.956464,-0.668928
971.599976,-1.958755,-0.664433
971.649963,-1.960979,-0.659983
971.699951,-1.963148,-0.655467
971.749939,-1.965217,-0.650910
971.799988,-1.967228,-0.646341
971.849976,-1.969136,-0.641710
971.899963,-1.970964,-0.637067
971.950012,-1.972700,-0.632384
972.000000,-1.974326,-0.627642
972.049988,-1.975836,-0.622883
972.099976,-1.977244,-0.618086
972.149963,-1.978538,-0.613258
972.200012,-1.979703,-0.608381
972.250000,-1.980734,-0.603483
972.299988,-1.981640,-0.598570
972.350037,-1.982407,-0.593650
972.400024,-1.983034,-0.588654
972.450012,-1.983503,-0.583690
972.500000,-1.983821,-0.578717
972.549927,-1.983985,-0.573710
972.599976,-1.983982,-0.568718
972.649963,-1.983814,-0.563708
972.699951,-1.983480,-0.558710
972.750000,-1.982977,-0.553760
972.799988,-1.982294,-0.548774
972.849976,-1.981446,-0.543877
972.899963,-1.980414,-0.538974
972.949951,-1.979204,-0.534130
973.000000,-1.977803,-0.529308
973.049988,-1.976213,-0.524566
973.099976,-1.974453,-0.519902
973.150024,-1.972485,-0.515271
973.200012,-1.970347,-0.510753
973.250000,-1.968045,-0.506334
973.299988,-1.965549,-0.502002
973.349976,-1.962852,-0.497775
973.400024,-1.959997,-0.493699
973.450012,-1.956923,-0.489674
973.500000,-1.953731,-0.485902
973.550049,-1.950337,-0.482183
973.599976,-1.946827,-0.478675
973.649963,-1.943077,-0.475304
973.699951,-1.939231,-0.472154
973.749939,-1.935209,-0.469156
973.799988,-1.931095,-0.466348
973.849976,-1.926799,-0.463721
973.899963,-1.922438,-0.461338
973.950012,-1.917941,-0.459129
974.000000,-1.913357,-0.457145
974.049988,-1.908747,-0.455443
974.099976,-1.903873,-0.453872
974.149963,-1.899120,-0.452581
974.200012,-1.894157,-0.451486
974.250000,-1.889261,-0.450675
974.299988,-1.884280,-0.450080
974.350037,-1.879334,-0.449737
974.400024,-1.874271,-0.449648
974.450012,-1.869318,-0.449808
974.500000,-1.864308,-0.450213
974.549927,-1.859368,-0.450877
974.599976,-1.854422,-0.451783
974.649963,-1.849584,-0.452912
974.699951,-1.844715,-0.454313
974.750000,-1.840073,-0.455922
974.799988,-1.835353,-0.457772
974.849976,-1.830843,-0.459825
974.899963,-1.826375,-0.462181
974.949951,-1.822088,-0.464736
975.000000,-1.817926,-0.467471
975.049988,-1.813905,-0.470428
975.099976,-1.809980,-0.473551
975.150024,-1.806264,-0.476918
975.200012,-1.802678,-0.480389
975.250000,-1.799224,-0.484100
975.299988,-1.796084,-0.487888
975.349976,-1.793079,-0.491928
975.400024,-1.790274,-0.496040
975.450012,-1.787637,-0.500290
975.500000,-1.785207,-0.504633
975.550049,-1.782973,-0.509145
975.599976,-1.780948,-0.513716
975.649963,-1.779113,-0.518384
975.699951,-1.777531,-0.523110
975.749939,-1.776170,-0.527923
975.799988,-1.775028,-0.532791
975.849976,-1.774106,-0.537704
975.899963,-1.773399,-0.542687
975.950012,-1.772916,-0.547660
976.000000,-1.772634,-0.552630
976.049988,-1.772570,-0.557648
976.099976,-1.772718,-0.562624
976.149963,-1.773067,-0.567615
976.200012,-1.773621,-0.572582
976.250000,-1.774364,-0.577517
976.299988,-1.775308,-0.582447
976.350037,-1.776446,-0.587321
976.400024,-1.777733,-0.592118
976.450012,-1.779241,-0.596917
976.500000,-1.780923,-0.601633
976.549927,-1.782753,-0.606278
976.599976,-1.784732,-0.610851
976.649963,-1.786896,-0.615393
976.699951,-1.789210,-0.619818
976.750000,-1.791654,-0.624179
976.799988,-1.794155,-0.628494
976.849976,-1.796897,-0.632708
976.899963,-1.799721,-0.636805
976.949951,-1.802723,-0.640844
977.000000,-1.805806,-0.644765
977.049988,-1.809001,-0.648619
977.099976,-1.812285,-0.652378
977.150024,-1.815664,-0.656057
977.200012,-1.819135,-0.659660
977.250000,-1.822693,-0.663168
977.299988,-1.826351,-0.666591
977.349976,-1.830045,-0.669919
977.400024,-1.833863,-0.673198
977.450012,-1.837708,-0.676365
977.500000,-1.841634,-0.679482
977.550049,-1.845607,-0.682505
977.599976,-1.849647,-0.685458
977.649963,-1.853723,-0.688343
977.699951,-1.857864,-0.691164
977.749939,-1.862021,-0.693920
977.799988,-1.866232,-0.696629
977.849976,-1.870469,-0.699275
977.899963,-1.874741,-0.701874
977.950012,-1.879043,-0.704425
978.000000,-1.883371,-0.706928
978.049988,-1.887723,-0.709400
978.099976,-1.892088,-0.711833
978.149963,-1.896473,-0.714243
978.200012,-1.900869,-0.716621
978.250000,-1.905277,-0.718980
978.299988,-1.909693,-0.721326
978.350037,-1.914116,-0.723658
978.400024,-1.918542,-0.725983
978.450012,-1.922969,-0.728307
978.500000,-1.927394,-0.730634
978.549927,-1.931816,-0.732967
978.599976,-1.936233,-0.735312
978.649963,-1.940640,-0.737672
978.699951,-1.945035,-0.740052
978.750000,-1.949425,-0.742459
978.799988,-1.953786,-0.744887
978.849976,-1.958137,-0.747358
978.899963,-1.962464,-0.749864
978.949951,-1.966769,-0.752420
979.000000,-1.971043,-0.755019
979.049988,-1.975281,-0.757665
979.099976,-1.979483,-0.760369
979.150024,-1.983649,-0.763127
979.200012,-1.987784,-0.765951
979.250000,-1.991860,-0.768836
979.299988,-1.995902,-0.771793
979.349976,-1.999874,-0.774808
979.400024,-2.003800,-0.777907
979.450012,-2.007655,-0.781114
979.500000,-2.011441,-0.784360
979.550049,-2.015163,-0.787698
979.599976,-2.018807,-0.791119
979.649963,-2.022383,-0.794630
979.699951,-2.025853,-0.798193
979.749939,-2.029258,-0.801898
979.799988,-2.032532,-0.805637
979.849976,-2.035742,-0.809524
979.899963,-2.038796,-0.813450
979.950012,-2.041765,-0.817495
980.000000,-2.044614,-0.821571
980.049988,-2.047359,-0.825774
980.099976,-2.049947,-0.830023
980.149963,-2.052415,-0.834434
980.200012,-2.054664,-0.838830
980.250000,-2.056837,-0.843417
980.299988,-2.058805,-0.847956
980.350037,-2.060684,-0.852641
980.400024,-2.062313,-0.857327
980.450012,-2.063808,-0.862134
980.500000,-2.065109,-0.866947
980.549927,-2.066233,-0.871826
980.599976,-2.067185,-0.876733
980.649963,-2.067925,-0.881664
980.699951,-2.068468,-0.886631
980.750000,-2.068811,-0.891604
980.799988,-2.068954,-0.896628
980.849976,-2.068888,-0.901599
980.899963,-2.068608,-0.906645
980.949951,-2.068115,-0.911576
981.000000,-2.067405,-0.916551
981.049988,-2.066476,-0.921456
981.099976,-2.065324,-0.926354
981.150024,-2.063963,-0.931141
981.200012,-2.062372,-0.935940
981.250000,-2.060585,-0.940565
981.299988,-2.058579,-0.945150
981.349976,-2.056374,-0.949595
981.400024,-2.053944,-0.953992
981.450012,-2.051347,-0.958261
981.500000,-2.048517,-0.962369
981.550049,-2.045476,-0.966368
981.599976,-2.042240,-0.970205
981.649963,-2.038864,-0.973855
981.699951,-2.035276,-0.977359
981.749939,-2.031554,-0.980653
981.799988,-2.027664,-0.983806
981.849976,-2.023621,-0.986736
981.899963,-2.019382,-0.989457
981.950012,-2.015060,-0.992019
982.000000,-2.010623,-0.994310
982.049988,-2.006067,-0.996393
982.099976,-2.001438,-0.998230
982.149963,-1.996705,-0.999870
982.200012,-1.991866,-1.001242
982.250000,-1.987022,-1.002369
982.299988,-1.982083,-1.003264
982.350037,-1.977121,-1.003897
982.400024,-1.972154,-1.004301
982.450012,-1.967178,-1.004448
982.500000,-1.962171,-1.004352
982.549927,-1.957173,-1.004005
982.599976,-1.952227,-1.003415
982.649963,-1.947271,-1.002574
982.699951,-1.942396,-1.001508
982.750000,-1.937556,-1.000202
982.799988,-1.932823,-0.998651
982.849976,-1.928155,-0.996909
982.899963,-1.923576,-0.994865
982.949951,-1.919128,-0.992665
983.000000,-1.914717,-0.990187
983.049988,-1.910498,-0.987590
983.099976,-1.906351,-0.984745
983.150024,-1.902405,-0.981805
983.200012,-1.898499,-0.978597
983.250000,-1.894833,-0.975345
983.299988,-1.891237,-0.971767
983.349976,-1.887866,-0.968097
983.400024,-1.884645,-0.964235
983.450012,-1.881579,-0.960265
983.500000,-1.878713,-0.956172
983.550049,-1.876032,-0.951949
983.599976,-1.873525,-0.947641
983.649963,-1.871203,-0.943193
983.699951,-1.869079,-0.938678
983.749939,-1.867137,-0.934056
983.799988,-1.865358,-0.929406
983.849976,-1.863770,-0.924651
983.899963,-1.862384,-0.919850
983.950012,-1.861171,-0.914991
984.000000,-1.860143,-0.910110
984.049988,-1.859291,-0.905193
984.099976,-1.858616,-0.900225
984.149963,-1.858117,-0.895246
984.200012,-1.857795,-0.890253
984.250000,-1.857639,-0.885245
984.299988,-1.857645,-0.880263
984.350037,-1.857810,-0.875288
984.400024,-1.858131,-0.870296
984.450012,-1.858608,-0.865316
984.500000,-1.859236,-0.860351
984.549927,-1.860006,-0.855423
984.599976,-1.860913,-0.850491
984.649963,-1.861944,-0.845609
984.699951,-1.863114,-0.840739
984.750000,-1.864407,-0.835913
984.799988,-1.865821,-0.831116
984.849976,-1.867340,-0.826346
984.899963,-1.868965,-0.821636
984.949951,-1.870697,-0.816929
985.000000,-1.872523,-0.812293
985.049988,-1.874445,-0.807668
985.099976,-1.876450,-0.803095
985.150024,-1.878538,-0.798552
985.200012,-1.880696,-0.794047
985.250000,-1.882921,-0.789569
985.299988,-1.885216,-0.785130
985.349976,-1.887576,-0.780723
985.400024,-1.889987,-0.776352
985.450012,-1.892460,-0.772002
985.500000,-1.894972,-0.767680
985.550049,-1.897530,-0.763389
985.599976,-1.900133,-0.759116
985.649963,-1.902767,-0.754870
985.699951,-1.905430,-0.750638
985.749939,-1.908114,-0.746422
985.799988,-1.910822,-0.742220
985.849976,-1.913544,-0.738028
985.899963,-1.916278,-0.733843
985.950012,-1.919019,-0.729663
986.000000,-1.921762,-0.725483
986.049988,-1.924503,-0.721302
986.099976,-1.927238,-0.717116
986.149963,-1.929961,-0.712925
986.200012,-1.932670,-0.708722
986.250000,-1.935360,-0.704506
986.299988,-1.938026,-0.700276
986.350037,-1.940666,-0.696031
986.400024,-1.943271,-0.691763
986.450012,-1.945839,-0.687470
986.500000,-1.948368,-0.683162
986.549927,-1.950852,-0.678826
986.599976,-1.953291,-0.674452
986.649963,-1.955659,-0.670053
986.699951,-1.957973,-0.665609
986.750000,-1.960215,-0.661153
